,order_id,in_progress,picked,started_dispatch,in_dispatch_buffer,packed,dispatched,order_aborted,order_created_at,delivery_schedule,trip_id,num_of_lines
109,2237364,2019-06-10 13:16:16,2019-06-10 13:23:30,2019-06-10 13:55:37,2019-06-10 13:59:02,2019-06-10 14:00:33,2019-06-10 18:21:12,,2019-06-10 05:42:29,2019-06-10 18:00:00,s_2019-06-10_21:00,2.0
110,2237365,2019-06-10 13:16:31,2019-06-10 13:29:58,2019-06-10 13:46:47,2019-06-10 13:56:02,2019-06-10 13:58:50,2019-06-10 18:21:12,,2019-06-10 05:55:35,2019-06-10 18:00:00,s_2019-06-10_21:00,5.0
111,2237371,2019-06-10 07:32:08,2019-06-10 07:54:46,2019-06-10 08:08:04,2019-06-10 08:54:38,2019-06-10 09:02:16,2019-06-10 16:29:23,,2019-06-10 06:08:37,2019-06-10 14:00:00,z_2019-06-10_17:00,11.0
112,2237372,2019-06-10 06:34:47,2019-06-10 07:05:19,2019-06-10 07:07:43,2019-06-10 07:16:36,2019-06-10 07:19:58,2019-06-10 20:16:38,,2019-06-10 06:08:29,2019-06-10 10:00:00,l_2019-06-10_13:00,12.0
113,2237377,2019-06-10 07:39:09,2019-06-10 07:56:01,2019-06-10 09:13:10,2019-06-10 09:16:47,2019-06-10 09:20:42,2019-06-10 16:29:23,,2019-06-10 06:19:29,2019-06-10 14:00:00,z_2019-06-10_17:00,12.0
114,2237387,2019-06-10 13:16:36,2019-06-10 13:23:10,2019-06-10 17:03:06,2019-06-10 17:05:55,2019-06-10 17:08:48,2019-06-10 18:21:12,,2019-06-10 06:46:29,2019-06-10 18:00:00,s_2019-06-10_21:00,1.0
115,2237393,2019-06-10 13:16:55,2019-06-10 14:26:11,2019-06-10 14:34:12,2019-06-10 14:41:43,2019-06-10 14:46:25,2019-06-10 18:21:23,,2019-06-10 06:54:35,2019-06-10 18:00:00,s_2019-06-10_21:00,29.0
116,2237397,2019-06-10 13:29:27,2019-06-10 14:27:17,2019-06-10 16:59:41,2019-06-10 17:03:05,2019-06-10 17:05:27,2019-06-10 18:21:13,,2019-06-10 07:00:36,2019-06-10 18:00:00,s_2019-06-10_21:00,4.0
117,2237403,2019-06-10 07:39:15,2019-06-10 07:51:49,2019-06-10 09:39:34,2019-06-10 09:45:46,2019-06-10 09:47:37,2019-06-10 16:29:24,,2019-06-10 07:08:29,2019-06-10 14:00:00,z_2019-06-10_17:00,6.0
118,2237415,2019-06-10 07:43:56,2019-06-10 07:53:59,2019-06-10 09:04:20,2019-06-10 09:12:05,2019-06-10 09:13:20,2019-06-10 16:29:22,,2019-06-10 07:35:37,2019-06-10 14:00:00,z_2019-06-10_17:00,7.0
119,2237438,2019-06-10 13:29:32,2019-06-10 13:58:52,2019-06-10 13:59:53,2019-06-10 14:02:54,2019-06-10 14:03:59,2019-06-10 18:21:14,,2019-06-10 08:13:42,2019-06-10 18:00:00,s_2019-06-10_21:00,7.0
120,2237445,2019-06-10 13:40:38,2019-06-10 13:59:43,2019-06-10 15:42:27,2019-06-10 15:46:46,2019-06-10 15:48:14,2019-06-10 18:21:26,,2019-06-10 08:24:32,2019-06-10 18:00:00,s_2019-06-10_21:00,2.0
121,2237448,2019-06-10 08:40:15,2019-06-10 08:51:29,2019-06-10 09:03:20,2019-06-10 09:08:28,2019-06-10 09:10:00,2019-06-10 16:29:23,,2019-06-10 08:26:40,2019-06-10 14:00:00,z_2019-06-10_17:00,4.0
122,2237458,2019-06-10 08:42:10,2019-06-10 09:17:13,2019-06-10 09:19:30,2019-06-10 09:27:41,2019-06-10 09:30:23,2019-06-10 16:29:24,,2019-06-10 08:39:31,2019-06-10 14:00:00,z_2019-06-10_17:00,22.0
123,2237460,2019-06-10 08:56:10,2019-06-10 09:04:33,2019-06-10 09:08:45,2019-06-10 09:13:07,2019-06-10 09:15:05,2019-06-10 16:29:24,,2019-06-10 08:42:30,2019-06-10 14:00:00,z_2019-06-10_17:00,6.0
124,2237491,2019-06-10 13:49:52,2019-06-10 14:28:14,2019-06-10 17:03:21,2019-06-10 17:07:30,2019-06-10 17:09:43,2019-06-10 18:21:19,,2019-06-10 09:26:31,2019-06-10 18:00:00,s_2019-06-10_21:00,1.0
125,2237499,2019-06-10 13:49:57,2019-06-10 14:26:04,2019-06-10 14:31:37,2019-06-10 14:35:30,2019-06-10 14:38:36,2019-06-10 18:21:14,,2019-06-10 09:41:31,2019-06-10 18:00:00,s_2019-06-10_21:00,3.0
126,2237501,2019-06-10 09:43:05,2019-06-10 10:13:35,2019-06-10 10:40:51,2019-06-10 10:48:22,2019-06-10 11:05:51,2019-06-10 16:29:24,,2019-06-10 09:42:28,2019-06-10 14:00:00,z_2019-06-10_17:00,8.0
127,2237505,2019-06-10 09:48:23,2019-06-10 10:11:49,2019-06-10 10:38:06,2019-06-10 10:41:00,2019-06-10 10:46:04,2019-06-10 16:29:26,,2019-06-10 09:47:27,2019-06-10 14:00:00,z_2019-06-10_17:00,9.0
128,2237506,2019-06-10 13:50:13,2019-06-10 14:26:46,2019-06-10 14:27:56,2019-06-10 14:34:10,2019-06-10 14:37:44,2019-06-10 18:21:15,,2019-06-10 09:46:27,2019-06-10 18:00:00,s_2019-06-10_21:00,1.0
129,2237508,2019-06-10 10:05:10,2019-06-10 10:10:44,2019-06-10 10:11:44,2019-06-10 10:39:12,2019-06-10 10:44:50,2019-06-10 16:29:25,,2019-06-10 09:49:28,2019-06-10 14:00:00,z_2019-06-10_17:00,6.0
130,2237513,2019-06-10 13:50:16,2019-06-10 14:27:43,2019-06-10 14:48:27,2019-06-10 14:54:21,2019-06-10 14:57:06,2019-06-10 18:21:15,,2019-06-10 09:52:27,2019-06-10 18:00:00,s_2019-06-10_21:00,4.0
131,2237527,2019-06-10 13:52:27,2019-06-10 14:18:00,2019-06-10 14:20:46,2019-06-10 14:26:28,2019-06-10 14:30:01,2019-06-10 18:21:15,,2019-06-10 10:11:26,2019-06-10 18:00:00,s_2019-06-10_21:00,3.0
132,2237544,2019-06-10 13:55:48,2019-06-10 14:22:48,2019-06-10 14:23:11,2019-06-10 14:27:42,2019-06-10 14:32:09,2019-06-10 18:21:23,,2019-06-10 10:32:26,2019-06-10 18:00:00,s_2019-06-10_21:00,1.0
133,2237546,2019-06-10 13:56:08,2019-06-10 14:33:39,2019-06-10 14:45:12,2019-06-10 14:51:33,2019-06-10 14:52:53,2019-06-10 18:21:24,,2019-06-10 10:34:33,2019-06-10 18:00:00,s_2019-06-10_21:00,3.0
134,2237549,2019-06-10 13:56:53,2019-06-10 14:27:55,2019-06-10 15:53:45,2019-06-10 15:57:05,2019-06-10 16:00:11,2019-06-10 18:21:15,,2019-06-10 10:34:30,2019-06-10 18:00:00,s_2019-06-10_21:00,3.0
135,2237584,2019-06-10 14:18:26,2019-06-10 14:24:24,2019-06-10 16:06:30,2019-06-10 16:12:10,2019-06-10 16:14:03,2019-06-10 18:21:17,,2019-06-10 11:11:29,2019-06-10 18:00:00,s_2019-06-10_21:00,3.0
136,2237617,2019-06-10 14:00:22,2019-06-10 14:29:16,2019-06-10 16:05:40,2019-06-10 16:11:57,2019-06-10 16:13:43,2019-06-10 18:21:26,,2019-06-10 11:42:30,2019-06-10 18:00:00,s_2019-06-10_21:00,4.0
137,2237619,2019-06-12 09:59:16,2019-06-12 10:06:00,2019-06-12 15:22:13,2019-06-12 15:24:08,2019-06-12 15:28:10,2019-06-12 18:22:00,,2019-06-12 06:51:18,2019-06-12 18:00:00,s_2019-06-12_21:00,8.0
138,2237654,2019-06-10 14:22:06,2019-06-10 14:31:40,2019-06-10 14:32:07,2019-06-10 14:35:56,2019-06-10 14:39:18,2019-06-10 18:21:23,,2019-06-10 12:21:27,2019-06-10 18:00:00,s_2019-06-10_21:00,1.0
139,2237664,2019-06-10 14:22:40,2019-06-10 16:30:02,2019-06-10 16:31:50,2019-06-10 16:35:31,2019-06-10 16:38:34,2019-06-10 18:21:19,,2019-06-10 12:44:27,2019-06-10 18:00:00,s_2019-06-10_21:00,9.0
140,2237693,2019-06-10 14:26:15,2019-06-10 14:32:31,2019-06-10 14:33:47,2019-06-10 14:38:25,2019-06-10 14:41:23,2019-06-10 18:21:17,,2019-06-10 12:56:27,2019-06-10 18:00:00,s_2019-06-10_21:00,2.0
141,2237743,2019-06-10 14:26:51,2019-06-10 16:30:18,2019-06-10 16:30:50,2019-06-10 16:34:10,2019-06-10 16:36:13,2019-06-10 18:21:20,,2019-06-10 13:55:28,2019-06-10 18:00:00,s_2019-06-10_21:00,2.0
142,2237811,2019-06-10 15:43:09,2019-06-10 15:50:35,2019-06-10 15:51:45,2019-06-10 15:54:42,2019-06-10 15:58:34,2019-06-10 18:21:26,,2019-06-10 15:30:28,2019-06-10 18:00:00,s_2019-06-10_21:00,5.0
143,2237831,2019-06-10 16:13:28,2019-06-10 16:26:52,2019-06-10 16:27:05,2019-06-10 16:30:47,2019-06-10 16:33:07,2019-06-10 18:21:26,,2019-06-10 16:13:27,2019-06-10 18:00:00,s_2019-06-10_21:00,8.0
144,2237863,2019-06-11 05:59:20,2019-06-11 06:07:59,2019-06-11 06:46:57,2019-06-11 06:54:40,2019-06-11 06:57:26,2019-06-11 17:52:37,,2019-06-10 17:17:28,2019-06-11 18:00:00,s_2019-06-11_21:00,4.0
145,2237888,2019-06-11 04:14:00,2019-06-11 04:16:27,2019-06-11 05:43:52,2019-06-11 05:57:40,2019-06-11 05:59:45,2019-06-11 12:36:07,,2019-06-10 18:14:25,2019-06-11 10:00:00,l_2019-06-11_13:00,2.0
146,2237895,2019-06-11 06:00:14,2019-06-11 06:10:19,2019-06-11 07:26:53,2019-06-11 07:39:07,2019-06-11 07:53:27,2019-06-11 17:52:37,,2019-06-10 18:23:25,2019-06-11 18:00:00,s_2019-06-11_21:00,8.0
147,2237901,2019-06-11 06:01:24,2019-06-11 06:10:00,2019-06-11 07:27:03,2019-06-11 07:38:40,2019-06-11 07:51:21,2019-06-11 17:52:37,,2019-06-10 18:31:25,2019-06-11 18:00:00,s_2019-06-11_21:00,6.0
148,2237906,2019-06-11 04:14:03,2019-06-11 05:02:37,2019-06-11 05:44:47,2019-06-11 05:57:53,2019-06-11 06:03:13,2019-06-11 12:36:09,,2019-06-10 18:37:26,2019-06-11 10:00:00,l_2019-06-11_13:00,11.0
149,2237925,2019-06-11 04:14:08,2019-06-11 04:25:45,2019-06-11 06:01:14,2019-06-11 06:06:33,2019-06-11 06:09:05,2019-06-11 12:36:06,,2019-06-10 19:07:25,2019-06-11 10:00:00,l_2019-06-11_13:00,4.0
150,2237929,2019-06-11 04:14:14,2019-06-11 05:04:05,2019-06-11 05:41:22,2019-06-11 05:57:27,2019-06-11 05:59:02,2019-06-11 12:36:03,,2019-06-10 19:21:25,2019-06-11 10:00:00,l_2019-06-11_13:00,12.0
151,2237930,2019-06-11 05:04:23,2019-06-11 05:20:37,2019-06-11 06:54:39,2019-06-11 07:07:05,2019-06-11 07:15:35,2019-06-11 14:41:53,,2019-06-10 19:23:25,2019-06-11 14:00:00,z_2019-06-11_17:00,9.0
152,2237963,2019-06-11 05:04:29,2019-06-11 05:42:23,2019-06-11 06:46:52,2019-06-11 06:54:36,2019-06-11 07:05:02,2019-06-11 14:41:54,,2019-06-10 20:12:25,2019-06-11 14:00:00,z_2019-06-11_17:00,22.0
153,2238012,2019-06-10 14:26:52,2019-06-10 16:29:47,2019-06-10 16:31:35,2019-06-10 16:34:33,2019-06-10 16:37:00,2019-06-10 18:21:17,,2019-06-10 10:53:26,2019-06-10 18:00:00,s_2019-06-10_21:00,4.0
154,2238028,2019-06-10 11:09:37,2019-06-10 11:23:48,2019-06-10 11:23:54,2019-06-10 11:27:58,2019-06-10 12:08:05,2019-06-10 16:29:27,,2019-06-10 11:09:26,2019-06-10 14:00:00,z_2019-06-10_17:00,5.0
155,2238034,2019-06-10 11:20:54,2019-06-10 11:26:58,2019-06-10 11:27:08,2019-06-10 11:29:22,2019-06-10 12:08:36,2019-06-10 16:29:25,,2019-06-10 11:18:30,2019-06-10 14:00:00,z_2019-06-10_17:00,1.0
156,2238058,2019-06-10 14:28:06,2019-06-10 14:36:12,2019-06-10 16:03:25,2019-06-10 16:06:45,2019-06-10 16:11:44,2019-06-10 18:21:17,,2019-06-10 11:46:27,2019-06-10 18:00:00,s_2019-06-10_21:00,1.0
157,2238113,2019-06-10 14:28:26,2019-06-10 14:35:46,2019-06-10 16:32:10,2019-06-10 16:34:46,2019-06-10 16:37:39,2019-06-10 18:21:18,,2019-06-10 12:38:28,2019-06-10 18:00:00,s_2019-06-10_21:00,2.0
158,2238136,2019-06-10 14:30:18,2019-06-10 14:37:02,2019-06-10 14:38:42,2019-06-10 14:44:42,2019-06-10 14:47:09,2019-06-10 18:21:24,,2019-06-10 13:12:26,2019-06-10 18:00:00,s_2019-06-10_21:00,3.0
159,2238192,2019-06-10 14:30:57,2019-06-10 14:40:13,2019-06-10 14:41:07,2019-06-10 14:45:28,2019-06-10 14:48:30,2019-06-10 18:21:24,,2019-06-10 14:16:30,2019-06-10 18:00:00,s_2019-06-10_21:00,3.0
160,2238200,2019-06-10 14:32:12,2019-06-10 14:38:54,2019-06-10 14:48:17,2019-06-10 14:54:47,2019-06-10 14:58:11,2019-06-10 18:21:23,,2019-06-10 14:24:27,2019-06-10 18:00:00,s_2019-06-10_21:00,4.0
161,2238206,2019-06-10 14:44:47,2019-06-10 14:52:02,2019-06-10 14:54:38,2019-06-10 14:58:18,2019-06-10 15:00:03,2019-06-10 18:21:20,,2019-06-10 14:44:26,2019-06-10 18:00:00,s_2019-06-10_21:00,2.0
162,2238273,2019-06-10 16:06:28,2019-06-10 16:23:54,2019-06-10 16:27:15,2019-06-10 16:31:45,2019-06-10 16:34:00,2019-06-10 18:21:27,,2019-06-10 16:06:27,2019-06-10 18:00:00,s_2019-06-10_21:00,8.0
163,2238277,2019-06-10 16:10:28,2019-06-10 16:24:57,2019-06-10 16:30:20,2019-06-10 16:33:42,2019-06-10 16:34:48,2019-06-10 18:21:26,,2019-06-10 16:10:27,2019-06-10 18:00:00,s_2019-06-10_21:00,5.0
164,2238284,2019-06-10 16:23:01,2019-06-10 16:27:54,2019-06-10 16:30:10,2019-06-10 16:33:57,2019-06-10 16:35:29,2019-06-10 18:21:27,,2019-06-10 16:20:27,2019-06-10 18:00:00,s_2019-06-10_21:00,2.0
165,2238297,2019-06-10 16:44:27,2019-06-10 16:44:27,2019-06-10 17:02:41,2019-06-10 17:05:18,2019-06-10 17:07:41,2019-06-10 18:21:27,,2019-06-10 16:44:27,2019-06-10 18:00:00,s_2019-06-10_21:00,1.0
166,2238313,2019-06-10 17:38:09,2019-06-11 05:24:43,2019-06-11 05:37:01,2019-06-11 05:43:17,2019-06-11 05:44:00,2019-06-11 14:41:56,,2019-06-10 17:24:24,2019-06-11 14:00:00,z_2019-06-11_17:00,5.0
167,2238321,2019-06-11 06:03:50,2019-06-11 06:12:26,2019-06-11 06:47:02,2019-06-11 06:55:04,2019-06-11 06:58:18,2019-06-11 17:52:34,,2019-06-10 17:34:24,2019-06-11 18:00:00,s_2019-06-11_21:00,8.0
168,2238352,2019-06-11 06:04:24,2019-06-11 06:12:14,2019-06-11 07:26:59,2019-06-11 08:28:15,2019-06-11 08:28:42,2019-06-11 17:52:35,,2019-06-10 18:19:24,2019-06-11 18:00:00,s_2019-06-11_21:00,5.0
169,2238358,2019-06-11 06:07:00,2019-06-11 06:15:44,2019-06-11 07:51:57,2019-06-11 08:36:07,2019-06-11 08:38:22,2019-06-11 17:52:38,,2019-06-10 18:37:24,2019-06-11 18:00:00,s_2019-06-11_21:00,2.0
170,2238359,2019-06-11 04:23:53,2019-06-11 05:03:39,2019-06-11 05:22:01,2019-06-11 05:30:17,2019-06-11 05:32:23,2019-06-11 12:36:04,,2019-06-10 18:40:26,2019-06-11 10:00:00,l_2019-06-11_13:00,22.0
171,2238372,2019-06-11 06:10:54,2019-06-11 06:18:19,2019-06-11 06:55:59,2019-06-11 07:16:07,2019-06-11 07:39:46,2019-06-11 17:52:29,,2019-06-10 18:53:25,2019-06-11 18:00:00,s_2019-06-11_21:00,10.0
172,2238390,2019-06-11 06:12:24,2019-06-11 06:12:24,2019-06-11 08:45:17,2019-06-11 08:48:16,2019-06-11 08:51:09,2019-06-11 17:52:39,,2019-06-10 19:15:25,2019-06-11 18:00:00,s_2019-06-11_21:00,1.0
173,2238394,2019-06-11 06:12:24,2019-06-11 08:17:40,2019-06-11 08:39:03,2019-06-11 08:44:05,2019-06-11 08:46:25,2019-06-11 17:52:29,,2019-06-10 19:30:26,2019-06-11 18:00:00,s_2019-06-11_21:00,20.0
174,2238398,2019-06-11 06:14:06,2019-06-11 07:14:37,2019-06-11 08:41:28,2019-06-11 08:46:03,2019-06-11 08:49:54,2019-06-11 17:52:29,,2019-06-10 19:37:27,2019-06-11 18:00:00,s_2019-06-11_21:00,7.0
175,2238400,2019-06-11 06:17:35,2019-06-11 07:08:52,2019-06-11 07:39:08,2019-06-11 08:35:02,2019-06-11 08:35:32,2019-06-11 17:52:30,,2019-06-10 19:37:25,2019-06-11 18:00:00,s_2019-06-11_21:00,3.0
176,2238412,2019-06-11 06:59:41,2019-06-11 09:06:57,2019-06-11 09:19:08,2019-06-11 09:47:12,2019-06-11 09:50:43,2019-06-11 17:52:40,,2019-06-10 19:55:25,2019-06-11 18:00:00,s_2019-06-11_21:00,11.0
177,2238413,2019-06-11 06:59:55,2019-06-11 07:09:41,2019-06-11 07:30:25,2019-06-11 07:50:55,2019-06-11 07:56:59,2019-06-11 17:52:37,,2019-06-10 20:02:27,2019-06-11 18:00:00,s_2019-06-11_21:00,2.0
178,2238414,2019-06-11 05:19:06,2019-06-11 05:26:56,2019-06-11 06:46:57,2019-06-11 06:56:39,2019-06-11 07:14:23,2019-06-11 14:41:57,,2019-06-10 20:02:25,2019-06-11 14:00:00,z_2019-06-11_17:00,3.0
179,2238416,2019-06-11 04:28:59,2019-06-11 04:37:14,2019-06-11 05:30:56,2019-06-11 05:38:21,2019-06-11 05:40:59,2019-06-11 12:36:06,,2019-06-10 20:07:25,2019-06-11 10:00:00,l_2019-06-11_13:00,11.0
180,2238428,2019-06-11 03:55:25,,,,,,2019-06-11 03:55:25,2019-06-10 20:20:27,2019-06-11 10:00:00,l_2019-06-11_13:00,10.0
181,2238433,2019-06-11 05:19:16,2019-06-11 05:43:18,2019-06-11 07:26:59,2019-06-11 07:42:56,2019-06-11 07:46:56,2019-06-11 14:41:54,,2019-06-10 20:34:25,2019-06-11 14:00:00,z_2019-06-11_17:00,10.0
182,2238440,2019-06-11 05:19:27,2019-06-11 05:27:17,2019-06-11 05:36:57,2019-06-11 05:42:00,2019-06-11 05:43:05,2019-06-11 14:41:54,,2019-06-10 20:45:25,2019-06-11 14:00:00,z_2019-06-11_17:00,1.0
183,2238444,2019-06-11 04:32:59,2019-06-11 04:38:35,2019-06-11 05:17:16,2019-06-11 05:21:01,2019-06-11 05:23:12,2019-06-11 12:36:06,,2019-06-10 20:49:25,2019-06-11 10:00:00,l_2019-06-11_13:00,4.0
184,2238454,2019-06-11 04:33:49,2019-06-11 05:01:15,2019-06-11 05:34:56,2019-06-11 05:44:45,2019-06-11 05:57:53,2019-06-11 12:36:05,,2019-06-10 21:13:25,2019-06-11 10:00:00,l_2019-06-11_13:00,14.0
185,2238474,2019-06-11 05:19:57,2019-06-11 05:46:05,2019-06-11 05:47:33,2019-06-11 06:24:58,2019-06-11 06:27:51,2019-06-11 14:41:55,,2019-06-11 00:57:25,2019-06-11 14:00:00,z_2019-06-11_17:00,12.0
186,2238487,2019-06-11 06:23:00,2019-06-11 07:14:38,2019-06-11 08:43:33,2019-06-11 08:47:07,2019-06-11 08:50:41,2019-06-11 17:52:32,,2019-06-11 03:34:25,2019-06-11 18:00:00,s_2019-06-11_21:00,2.0
187,2238523,2019-06-11 06:23:30,2019-06-11 08:18:03,2019-06-11 08:29:27,2019-06-11 08:39:13,2019-06-11 08:40:47,2019-06-11 17:52:33,,2019-06-11 05:16:25,2019-06-11 18:00:00,s_2019-06-11_21:00,8.0
188,2238529,2019-06-11 07:08:11,2019-06-11 08:33:13,2019-06-11 08:36:08,2019-06-11 08:40:28,2019-06-11 08:41:29,2019-06-11 17:52:33,,2019-06-11 05:29:26,2019-06-11 18:00:00,s_2019-06-11_21:00,8.0
189,2238559,2019-06-11 06:10:39,2019-06-11 06:16:01,2019-06-11 06:16:10,2019-06-11 06:21:42,2019-06-11 06:48:27,2019-06-11 12:36:06,,2019-06-11 06:09:25,2019-06-11 10:00:00,l_2019-06-11_13:00,6.0
190,2238574,2019-06-11 06:52:54,2019-06-11 06:58:50,2019-06-11 07:27:09,2019-06-11 07:41:29,2019-06-11 07:44:15,2019-06-11 14:41:56,,2019-06-11 06:26:25,2019-06-11 14:00:00,z_2019-06-11_17:00,2.0
191,2238585,2019-06-11 06:47:36,2019-06-11 07:13:09,2019-06-11 08:26:13,2019-06-11 08:35:05,2019-06-11 08:36:38,2019-06-11 12:36:08,,2019-06-11 06:36:25,2019-06-11 10:00:00,l_2019-06-11_13:00,18.0
192,2238609,2019-06-11 07:46:53,2019-06-11 09:07:09,2019-06-11 09:17:27,2019-06-11 09:19:32,2019-06-11 09:48:19,2019-06-11 17:52:39,,2019-06-11 07:10:26,2019-06-11 18:00:00,s_2019-06-11_21:00,8.0
193,2238617,2019-06-11 07:27:35,2019-06-11 08:57:46,2019-06-11 08:57:49,2019-06-11 09:02:31,2019-06-11 09:14:40,2019-06-11 12:36:09,,2019-06-11 07:16:26,2019-06-11 10:00:00,l_2019-06-11_13:00,17.0
194,2238623,2019-06-11 07:27:50,2019-06-11 09:01:22,2019-06-11 09:20:08,2019-06-11 09:23:28,2019-06-11 09:31:08,2019-06-11 14:41:58,,2019-06-11 07:18:31,2019-06-11 14:00:00,z_2019-06-11_17:00,8.0
195,2238641,2019-06-11 08:43:13,2019-06-11 08:54:58,2019-06-11 08:55:08,2019-06-11 08:56:22,2019-06-11 09:17:20,2019-06-11 17:52:37,,2019-06-11 07:47:26,2019-06-11 18:00:00,s_2019-06-11_21:00,10.0
196,2238646,2019-06-11 08:51:34,2019-06-11 08:57:56,2019-06-11 08:58:03,2019-06-11 09:02:15,2019-06-11 09:18:09,2019-06-11 17:52:37,,2019-06-11 07:54:25,2019-06-11 18:00:00,s_2019-06-11_21:00,4.0
197,2238647,2019-06-11 08:36:33,2019-06-11 09:06:06,2019-06-11 09:20:17,2019-06-11 09:23:41,2019-06-11 09:33:08,2019-06-11 14:41:58,,2019-06-11 07:56:26,2019-06-11 14:00:00,z_2019-06-11_17:00,12.0
198,2238654,2019-06-11 08:37:43,2019-06-11 08:48:08,2019-06-11 09:23:43,2019-06-11 09:32:22,2019-06-11 09:35:50,,2019-06-11 12:47:20,2019-06-11 08:07:26,2019-06-11 14:00:00,z_2019-06-11_17:00,2.0
199,2238668,2019-06-11 08:44:34,,,,,,2019-06-11 08:44:34,2019-06-11 08:30:26,2019-06-11 18:00:00,s_2019-06-11_21:00,1.0
200,2238678,2019-06-11 12:16:32,2019-06-11 12:22:11,2019-06-11 12:58:07,2019-06-11 13:03:28,2019-06-11 14:19:17,2019-06-11 17:53:16,,2019-06-11 09:01:27,2019-06-11 18:30:00,l_2019-06-11_21:30,4.0
201,2238690,2019-06-11 09:18:13,2019-06-11 09:23:17,2019-06-11 11:15:14,2019-06-11 11:20:40,2019-06-11 12:49:56,2019-06-11 17:52:39,,2019-06-11 09:17:26,2019-06-11 18:00:00,s_2019-06-11_21:00,2.0
202,2238716,2019-06-11 10:04:25,2019-06-11 10:10:28,2019-06-11 16:30:28,2019-06-11 16:43:28,2019-06-11 16:47:24,2019-06-11 17:52:49,,2019-06-11 10:03:31,2019-06-11 18:00:00,s_2019-06-11_21:00,5.0
203,2238725,2019-06-11 10:40:33,2019-06-11 10:40:33,2019-06-11 16:29:48,2019-06-11 16:43:15,2019-06-11 16:46:50,2019-06-11 17:52:41,,2019-06-11 10:20:27,2019-06-11 18:00:00,s_2019-06-11_21:00,1.0
204,2238726,2019-06-11 10:40:33,2019-06-11 10:47:40,2019-06-11 10:48:54,2019-06-11 10:51:57,2019-06-11 11:08:57,2019-06-11 17:52:43,,2019-06-11 10:19:26,2019-06-11 18:00:00,s_2019-06-11_21:00,1.0
205,2238732,2019-06-11 10:32:28,,,,,,2019-06-11 10:32:28,2019-06-11 10:29:26,2019-06-11 18:00:00,s_2019-06-11_21:00,1.0
206,2238735,2019-06-11 10:40:53,2019-06-11 10:46:47,2019-06-11 10:49:19,2019-06-11 10:52:22,2019-06-11 11:10:31,2019-06-11 17:52:41,,2019-06-11 10:32:26,2019-06-11 18:00:00,s_2019-06-11_21:00,1.0
207,2238745,2019-06-11 10:48:08,2019-06-11 11:31:53,2019-06-11 14:31:13,2019-06-11 15:36:43,2019-06-11 16:00:57,2019-06-11 17:52:42,,2019-06-11 10:46:26,2019-06-11 18:00:00,s_2019-06-11_21:00,19.0
208,2238751,2019-06-11 10:55:54,2019-06-11 11:39:07,2019-06-11 16:00:22,2019-06-11 16:05:36,2019-06-11 16:08:26,2019-06-11 17:52:40,,2019-06-11 10:55:27,2019-06-11 18:00:00,s_2019-06-11_21:00,14.0
209,2238800,2019-06-11 12:04:42,2019-06-11 12:13:23,2019-06-11 12:49:52,2019-06-11 12:51:47,2019-06-11 12:59:17,2019-06-11 17:52:42,,2019-06-11 12:00:27,2019-06-11 18:00:00,s_2019-06-11_21:00,2.0
210,2238802,2019-06-11 12:17:36,2019-06-11 12:24:00,2019-06-11 12:57:57,2019-06-11 13:03:00,2019-06-11 13:16:38,2019-06-11 17:53:16,,2019-06-11 12:02:28,2019-06-11 18:30:00,l_2019-06-11_21:30,6.0
211,2238877,2019-06-11 13:59:28,2019-06-11 14:13:34,2019-06-11 14:14:37,2019-06-11 14:19:17,2019-06-11 14:24:06,2019-06-11 17:52:45,,2019-06-11 13:59:26,2019-06-11 18:00:00,s_2019-06-11_21:00,1.0
212,2238879,2019-06-11 14:00:57,2019-06-11 14:20:31,2019-06-11 14:24:03,2019-06-11 15:32:48,2019-06-11 15:34:22,2019-06-11 17:52:47,,2019-06-11 14:00:27,2019-06-11 18:00:00,s_2019-06-11_21:00,12.0
213,2238902,2019-06-11 15:19:09,2019-06-11 15:28:59,2019-06-11 15:35:20,2019-06-11 16:00:19,2019-06-11 16:03:46,2019-06-11 17:52:49,,2019-06-11 14:54:27,2019-06-11 18:00:00,s_2019-06-11_21:00,6.0
214,2238978,2019-06-12 05:01:19,2019-06-12 05:13:53,2019-06-12 16:38:20,2019-06-12 16:52:21,2019-06-12 17:01:38,2019-06-12 18:22:08,,2019-06-11 17:35:26,2019-06-12 18:00:00,s_2019-06-12_21:00,5.0
215,2239004,2019-06-10 14:34:42,2019-06-10 14:41:39,2019-06-10 14:41:47,2019-06-10 14:48:39,2019-06-10 14:52:01,2019-06-10 18:21:23,,2019-06-10 13:28:27,2019-06-10 18:00:00,s_2019-06-10_21:00,2.0
216,2239046,2019-06-10 14:35:08,2019-06-10 14:42:57,2019-06-10 14:44:57,2019-06-10 14:48:26,2019-06-10 14:51:30,2019-06-10 18:21:24,,2019-06-10 14:08:26,2019-06-10 18:00:00,s_2019-06-10_21:00,5.0
217,2239052,2019-06-10 14:36:37,2019-06-10 14:43:51,2019-06-10 14:44:47,2019-06-10 14:45:55,2019-06-10 14:49:20,2019-06-10 18:21:23,,2019-06-10 14:16:27,2019-06-10 18:00:00,s_2019-06-10_21:00,1.0
