,order_id,in_progress,picked,started_dispatch,in_dispatch_buffer,packed,dispatched,order_aborted,order_created_at,delivery_schedule,trip_id,num_of_lines,pr_time
102,2236982,2019-06-11 05:03:43,2019-06-11 05:15:18,2019-06-11 05:36:36,2019-06-11 05:41:47,2019-06-11 05:42:13,2019-06-11 14:41:56,,2019-06-10 18:16:25,2019-06-11 14:00:00,z_2019-06-11_17:00,3.0,0 days 20:25:31
103,2237317,2019-06-10 06:22:52,2019-06-10 07:01:39,2019-06-10 07:15:21,2019-06-10 07:20:43,2019-06-10 07:23:51,2019-06-10 20:16:39,,2019-06-10 01:07:28,2019-06-10 10:00:00,l_2019-06-10_13:00,5.0,0 days 19:09:11
104,2237334,2019-06-10 07:29:23,2019-06-10 07:52:51,2019-06-10 08:22:24,2019-06-10 08:58:22,2019-06-10 09:06:20,2019-06-10 16:29:20,,2019-06-10 04:11:28,2019-06-10 14:00:00,z_2019-06-10_17:00,13.0,0 days 12:17:52
105,2237338,2019-06-10 06:23:38,2019-06-10 06:37:29,2019-06-10 06:52:08,2019-06-10 06:58:34,2019-06-10 07:02:57,2019-06-10 20:16:36,,2019-06-10 04:33:28,2019-06-10 10:00:00,l_2019-06-10_13:00,8.0,0 days 15:43:08
106,2237343,2019-06-10 06:26:12,2019-06-10 07:02:51,2019-06-10 07:33:33,2019-06-10 07:42:50,2019-06-10 07:44:41,2019-06-10 20:16:39,,2019-06-10 04:26:29,2019-06-10 10:00:00,l_2019-06-10_13:00,10.0,0 days 15:50:10
107,2237353,2019-06-10 13:13:20,2019-06-10 13:22:45,2019-06-10 13:24:32,2019-06-10 13:47:00,2019-06-10 13:56:23,2019-06-10 18:21:20,,2019-06-10 05:13:30,2019-06-10 18:00:00,s_2019-06-10_21:00,7.0,0 days 13:07:50
108,2237354,2019-06-10 13:13:35,2019-06-10 14:23:44,2019-06-10 14:51:37,2019-06-10 14:58:05,2019-06-10 14:59:33,2019-06-10 18:21:25,,2019-06-10 05:18:31,2019-06-10 18:00:00,s_2019-06-10_21:00,10.0,0 days 13:02:54
109,2237364,2019-06-10 13:16:16,2019-06-10 13:23:30,2019-06-10 13:55:37,2019-06-10 13:59:02,2019-06-10 14:00:33,2019-06-10 18:21:12,,2019-06-10 05:42:29,2019-06-10 18:00:00,s_2019-06-10_21:00,2.0,0 days 12:38:43
110,2237365,2019-06-10 13:16:31,2019-06-10 13:29:58,2019-06-10 13:46:47,2019-06-10 13:56:02,2019-06-10 13:58:50,2019-06-10 18:21:12,,2019-06-10 05:55:35,2019-06-10 18:00:00,s_2019-06-10_21:00,5.0,0 days 12:25:37
111,2237371,2019-06-10 07:32:08,2019-06-10 07:54:46,2019-06-10 08:08:04,2019-06-10 08:54:38,2019-06-10 09:02:16,2019-06-10 16:29:23,,2019-06-10 06:08:37,2019-06-10 14:00:00,z_2019-06-10_17:00,11.0,0 days 10:20:46
112,2237372,2019-06-10 06:34:47,2019-06-10 07:05:19,2019-06-10 07:07:43,2019-06-10 07:16:36,2019-06-10 07:19:58,2019-06-10 20:16:38,,2019-06-10 06:08:29,2019-06-10 10:00:00,l_2019-06-10_13:00,12.0,0 days 14:08:09
113,2237377,2019-06-10 07:39:09,2019-06-10 07:56:01,2019-06-10 09:13:10,2019-06-10 09:16:47,2019-06-10 09:20:42,2019-06-10 16:29:23,,2019-06-10 06:19:29,2019-06-10 14:00:00,z_2019-06-10_17:00,12.0,0 days 10:09:54
114,2237387,2019-06-10 13:16:36,2019-06-10 13:23:10,2019-06-10 17:03:06,2019-06-10 17:05:55,2019-06-10 17:08:48,2019-06-10 18:21:12,,2019-06-10 06:46:29,2019-06-10 18:00:00,s_2019-06-10_21:00,1.0,0 days 11:34:43
115,2237393,2019-06-10 13:16:55,2019-06-10 14:26:11,2019-06-10 14:34:12,2019-06-10 14:41:43,2019-06-10 14:46:25,2019-06-10 18:21:23,,2019-06-10 06:54:35,2019-06-10 18:00:00,s_2019-06-10_21:00,29.0,0 days 11:26:48
116,2237397,2019-06-10 13:29:27,2019-06-10 14:27:17,2019-06-10 16:59:41,2019-06-10 17:03:05,2019-06-10 17:05:27,2019-06-10 18:21:13,,2019-06-10 07:00:36,2019-06-10 18:00:00,s_2019-06-10_21:00,4.0,0 days 11:20:37
117,2237403,2019-06-10 07:39:15,2019-06-10 07:51:49,2019-06-10 09:39:34,2019-06-10 09:45:46,2019-06-10 09:47:37,2019-06-10 16:29:24,,2019-06-10 07:08:29,2019-06-10 14:00:00,z_2019-06-10_17:00,6.0,0 days 09:20:55
118,2237415,2019-06-10 07:43:56,2019-06-10 07:53:59,2019-06-10 09:04:20,2019-06-10 09:12:05,2019-06-10 09:13:20,2019-06-10 16:29:22,,2019-06-10 07:35:37,2019-06-10 14:00:00,z_2019-06-10_17:00,7.0,0 days 08:53:45
119,2237438,2019-06-10 13:29:32,2019-06-10 13:58:52,2019-06-10 13:59:53,2019-06-10 14:02:54,2019-06-10 14:03:59,2019-06-10 18:21:14,,2019-06-10 08:13:42,2019-06-10 18:00:00,s_2019-06-10_21:00,7.0,0 days 10:07:32
120,2237445,2019-06-10 13:40:38,2019-06-10 13:59:43,2019-06-10 15:42:27,2019-06-10 15:46:46,2019-06-10 15:48:14,2019-06-10 18:21:26,,2019-06-10 08:24:32,2019-06-10 18:00:00,s_2019-06-10_21:00,2.0,0 days 09:56:54
121,2237448,2019-06-10 08:40:15,2019-06-10 08:51:29,2019-06-10 09:03:20,2019-06-10 09:08:28,2019-06-10 09:10:00,2019-06-10 16:29:23,,2019-06-10 08:26:40,2019-06-10 14:00:00,z_2019-06-10_17:00,4.0,0 days 08:02:43
122,2237458,2019-06-10 08:42:10,2019-06-10 09:17:13,2019-06-10 09:19:30,2019-06-10 09:27:41,2019-06-10 09:30:23,2019-06-10 16:29:24,,2019-06-10 08:39:31,2019-06-10 14:00:00,z_2019-06-10_17:00,22.0,0 days 07:49:53
123,2237460,2019-06-10 08:56:10,2019-06-10 09:04:33,2019-06-10 09:08:45,2019-06-10 09:13:07,2019-06-10 09:15:05,2019-06-10 16:29:24,,2019-06-10 08:42:30,2019-06-10 14:00:00,z_2019-06-10_17:00,6.0,0 days 07:46:54
124,2237491,2019-06-10 13:49:52,2019-06-10 14:28:14,2019-06-10 17:03:21,2019-06-10 17:07:30,2019-06-10 17:09:43,2019-06-10 18:21:19,,2019-06-10 09:26:31,2019-06-10 18:00:00,s_2019-06-10_21:00,1.0,0 days 08:54:48
125,2237499,2019-06-10 13:49:57,2019-06-10 14:26:04,2019-06-10 14:31:37,2019-06-10 14:35:30,2019-06-10 14:38:36,2019-06-10 18:21:14,,2019-06-10 09:41:31,2019-06-10 18:00:00,s_2019-06-10_21:00,3.0,0 days 08:39:43
126,2237501,2019-06-10 09:43:05,2019-06-10 10:13:35,2019-06-10 10:40:51,2019-06-10 10:48:22,2019-06-10 11:05:51,2019-06-10 16:29:24,,2019-06-10 09:42:28,2019-06-10 14:00:00,z_2019-06-10_17:00,8.0,0 days 06:46:56
127,2237505,2019-06-10 09:48:23,2019-06-10 10:11:49,2019-06-10 10:38:06,2019-06-10 10:41:00,2019-06-10 10:46:04,2019-06-10 16:29:26,,2019-06-10 09:47:27,2019-06-10 14:00:00,z_2019-06-10_17:00,9.0,0 days 06:41:59
128,2237506,2019-06-10 13:50:13,2019-06-10 14:26:46,2019-06-10 14:27:56,2019-06-10 14:34:10,2019-06-10 14:37:44,2019-06-10 18:21:15,,2019-06-10 09:46:27,2019-06-10 18:00:00,s_2019-06-10_21:00,1.0,0 days 08:34:48
129,2237508,2019-06-10 10:05:10,2019-06-10 10:10:44,2019-06-10 10:11:44,2019-06-10 10:39:12,2019-06-10 10:44:50,2019-06-10 16:29:25,,2019-06-10 09:49:28,2019-06-10 14:00:00,z_2019-06-10_17:00,6.0,0 days 06:39:57
130,2237513,2019-06-10 13:50:16,2019-06-10 14:27:43,2019-06-10 14:48:27,2019-06-10 14:54:21,2019-06-10 14:57:06,2019-06-10 18:21:15,,2019-06-10 09:52:27,2019-06-10 18:00:00,s_2019-06-10_21:00,4.0,0 days 08:28:48
131,2237527,2019-06-10 13:52:27,2019-06-10 14:18:00,2019-06-10 14:20:46,2019-06-10 14:26:28,2019-06-10 14:30:01,2019-06-10 18:21:15,,2019-06-10 10:11:26,2019-06-10 18:00:00,s_2019-06-10_21:00,3.0,0 days 08:09:49
132,2237544,2019-06-10 13:55:48,2019-06-10 14:22:48,2019-06-10 14:23:11,2019-06-10 14:27:42,2019-06-10 14:32:09,2019-06-10 18:21:23,,2019-06-10 10:32:26,2019-06-10 18:00:00,s_2019-06-10_21:00,1.0,0 days 07:48:57
133,2237546,2019-06-10 13:56:08,2019-06-10 14:33:39,2019-06-10 14:45:12,2019-06-10 14:51:33,2019-06-10 14:52:53,2019-06-10 18:21:24,,2019-06-10 10:34:33,2019-06-10 18:00:00,s_2019-06-10_21:00,3.0,0 days 07:46:51
134,2237549,2019-06-10 13:56:53,2019-06-10 14:27:55,2019-06-10 15:53:45,2019-06-10 15:57:05,2019-06-10 16:00:11,2019-06-10 18:21:15,,2019-06-10 10:34:30,2019-06-10 18:00:00,s_2019-06-10_21:00,3.0,0 days 07:46:45
135,2237584,2019-06-10 14:18:26,2019-06-10 14:24:24,2019-06-10 16:06:30,2019-06-10 16:12:10,2019-06-10 16:14:03,2019-06-10 18:21:17,,2019-06-10 11:11:29,2019-06-10 18:00:00,s_2019-06-10_21:00,3.0,0 days 07:09:48
136,2237617,2019-06-10 14:00:22,2019-06-10 14:29:16,2019-06-10 16:05:40,2019-06-10 16:11:57,2019-06-10 16:13:43,2019-06-10 18:21:26,,2019-06-10 11:42:30,2019-06-10 18:00:00,s_2019-06-10_21:00,4.0,0 days 06:38:56
137,2237619,2019-06-12 09:59:16,2019-06-12 10:06:00,2019-06-12 15:22:13,2019-06-12 15:24:08,2019-06-12 15:28:10,2019-06-12 18:22:00,,2019-06-12 06:51:18,2019-06-12 18:00:00,s_2019-06-12_21:00,8.0,0 days 11:30:42
138,2237654,2019-06-10 14:22:06,2019-06-10 14:31:40,2019-06-10 14:32:07,2019-06-10 14:35:56,2019-06-10 14:39:18,2019-06-10 18:21:23,,2019-06-10 12:21:27,2019-06-10 18:00:00,s_2019-06-10_21:00,1.0,0 days 05:59:56
139,2237664,2019-06-10 14:22:40,2019-06-10 16:30:02,2019-06-10 16:31:50,2019-06-10 16:35:31,2019-06-10 16:38:34,2019-06-10 18:21:19,,2019-06-10 12:44:27,2019-06-10 18:00:00,s_2019-06-10_21:00,9.0,0 days 05:36:52
140,2237693,2019-06-10 14:26:15,2019-06-10 14:32:31,2019-06-10 14:33:47,2019-06-10 14:38:25,2019-06-10 14:41:23,2019-06-10 18:21:17,,2019-06-10 12:56:27,2019-06-10 18:00:00,s_2019-06-10_21:00,2.0,0 days 05:24:50
141,2237743,2019-06-10 14:26:51,2019-06-10 16:30:18,2019-06-10 16:30:50,2019-06-10 16:34:10,2019-06-10 16:36:13,2019-06-10 18:21:20,,2019-06-10 13:55:28,2019-06-10 18:00:00,s_2019-06-10_21:00,2.0,0 days 04:25:52
142,2237811,2019-06-10 15:43:09,2019-06-10 15:50:35,2019-06-10 15:51:45,2019-06-10 15:54:42,2019-06-10 15:58:34,2019-06-10 18:21:26,,2019-06-10 15:30:28,2019-06-10 18:00:00,s_2019-06-10_21:00,5.0,0 days 02:50:58
143,2237831,2019-06-10 16:13:28,2019-06-10 16:26:52,2019-06-10 16:27:05,2019-06-10 16:30:47,2019-06-10 16:33:07,2019-06-10 18:21:26,,2019-06-10 16:13:27,2019-06-10 18:00:00,s_2019-06-10_21:00,8.0,0 days 02:07:59
144,2237863,2019-06-11 05:59:20,2019-06-11 06:07:59,2019-06-11 06:46:57,2019-06-11 06:54:40,2019-06-11 06:57:26,2019-06-11 17:52:37,,2019-06-10 17:17:28,2019-06-11 18:00:00,s_2019-06-11_21:00,4.0,1 days 00:35:09
145,2237888,2019-06-11 04:14:00,2019-06-11 04:16:27,2019-06-11 05:43:52,2019-06-11 05:57:40,2019-06-11 05:59:45,2019-06-11 12:36:07,,2019-06-10 18:14:25,2019-06-11 10:00:00,l_2019-06-11_13:00,2.0,0 days 18:21:42
146,2237895,2019-06-11 06:00:14,2019-06-11 06:10:19,2019-06-11 07:26:53,2019-06-11 07:39:07,2019-06-11 07:53:27,2019-06-11 17:52:37,,2019-06-10 18:23:25,2019-06-11 18:00:00,s_2019-06-11_21:00,8.0,0 days 23:29:12
147,2237901,2019-06-11 06:01:24,2019-06-11 06:10:00,2019-06-11 07:27:03,2019-06-11 07:38:40,2019-06-11 07:51:21,2019-06-11 17:52:37,,2019-06-10 18:31:25,2019-06-11 18:00:00,s_2019-06-11_21:00,6.0,0 days 23:21:12
148,2237906,2019-06-11 04:14:03,2019-06-11 05:02:37,2019-06-11 05:44:47,2019-06-11 05:57:53,2019-06-11 06:03:13,2019-06-11 12:36:09,,2019-06-10 18:37:26,2019-06-11 10:00:00,l_2019-06-11_13:00,11.0,0 days 17:58:43
149,2237925,2019-06-11 04:14:08,2019-06-11 04:25:45,2019-06-11 06:01:14,2019-06-11 06:06:33,2019-06-11 06:09:05,2019-06-11 12:36:06,,2019-06-10 19:07:25,2019-06-11 10:00:00,l_2019-06-11_13:00,4.0,0 days 17:28:41
150,2237929,2019-06-11 04:14:14,2019-06-11 05:04:05,2019-06-11 05:41:22,2019-06-11 05:57:27,2019-06-11 05:59:02,2019-06-11 12:36:03,,2019-06-10 19:21:25,2019-06-11 10:00:00,l_2019-06-11_13:00,12.0,0 days 17:14:38
151,2237930,2019-06-11 05:04:23,2019-06-11 05:20:37,2019-06-11 06:54:39,2019-06-11 07:07:05,2019-06-11 07:15:35,2019-06-11 14:41:53,,2019-06-10 19:23:25,2019-06-11 14:00:00,z_2019-06-11_17:00,9.0,0 days 19:18:28
152,2237963,2019-06-11 05:04:29,2019-06-11 05:42:23,2019-06-11 06:46:52,2019-06-11 06:54:36,2019-06-11 07:05:02,2019-06-11 14:41:54,,2019-06-10 20:12:25,2019-06-11 14:00:00,z_2019-06-11_17:00,22.0,0 days 18:29:29
153,2238012,2019-06-10 14:26:52,2019-06-10 16:29:47,2019-06-10 16:31:35,2019-06-10 16:34:33,2019-06-10 16:37:00,2019-06-10 18:21:17,,2019-06-10 10:53:26,2019-06-10 18:00:00,s_2019-06-10_21:00,4.0,0 days 07:27:51
154,2238028,2019-06-10 11:09:37,2019-06-10 11:23:48,2019-06-10 11:23:54,2019-06-10 11:27:58,2019-06-10 12:08:05,2019-06-10 16:29:27,,2019-06-10 11:09:26,2019-06-10 14:00:00,z_2019-06-10_17:00,5.0,0 days 05:20:01
155,2238034,2019-06-10 11:20:54,2019-06-10 11:26:58,2019-06-10 11:27:08,2019-06-10 11:29:22,2019-06-10 12:08:36,2019-06-10 16:29:25,,2019-06-10 11:18:30,2019-06-10 14:00:00,z_2019-06-10_17:00,1.0,0 days 05:10:55
156,2238058,2019-06-10 14:28:06,2019-06-10 14:36:12,2019-06-10 16:03:25,2019-06-10 16:06:45,2019-06-10 16:11:44,2019-06-10 18:21:17,,2019-06-10 11:46:27,2019-06-10 18:00:00,s_2019-06-10_21:00,1.0,0 days 06:34:50
157,2238113,2019-06-10 14:28:26,2019-06-10 14:35:46,2019-06-10 16:32:10,2019-06-10 16:34:46,2019-06-10 16:37:39,2019-06-10 18:21:18,,2019-06-10 12:38:28,2019-06-10 18:00:00,s_2019-06-10_21:00,2.0,0 days 05:42:50
158,2238136,2019-06-10 14:30:18,2019-06-10 14:37:02,2019-06-10 14:38:42,2019-06-10 14:44:42,2019-06-10 14:47:09,2019-06-10 18:21:24,,2019-06-10 13:12:26,2019-06-10 18:00:00,s_2019-06-10_21:00,3.0,0 days 05:08:58
159,2238192,2019-06-10 14:30:57,2019-06-10 14:40:13,2019-06-10 14:41:07,2019-06-10 14:45:28,2019-06-10 14:48:30,2019-06-10 18:21:24,,2019-06-10 14:16:30,2019-06-10 18:00:00,s_2019-06-10_21:00,3.0,0 days 04:04:54
160,2238200,2019-06-10 14:32:12,2019-06-10 14:38:54,2019-06-10 14:48:17,2019-06-10 14:54:47,2019-06-10 14:58:11,2019-06-10 18:21:23,,2019-06-10 14:24:27,2019-06-10 18:00:00,s_2019-06-10_21:00,4.0,0 days 03:56:56
161,2238206,2019-06-10 14:44:47,2019-06-10 14:52:02,2019-06-10 14:54:38,2019-06-10 14:58:18,2019-06-10 15:00:03,2019-06-10 18:21:20,,2019-06-10 14:44:26,2019-06-10 18:00:00,s_2019-06-10_21:00,2.0,0 days 03:36:54
162,2238273,2019-06-10 16:06:28,2019-06-10 16:23:54,2019-06-10 16:27:15,2019-06-10 16:31:45,2019-06-10 16:34:00,2019-06-10 18:21:27,,2019-06-10 16:06:27,2019-06-10 18:00:00,s_2019-06-10_21:00,8.0,0 days 02:15:00
163,2238277,2019-06-10 16:10:28,2019-06-10 16:24:57,2019-06-10 16:30:20,2019-06-10 16:33:42,2019-06-10 16:34:48,2019-06-10 18:21:26,,2019-06-10 16:10:27,2019-06-10 18:00:00,s_2019-06-10_21:00,5.0,0 days 02:10:59
164,2238284,2019-06-10 16:23:01,2019-06-10 16:27:54,2019-06-10 16:30:10,2019-06-10 16:33:57,2019-06-10 16:35:29,2019-06-10 18:21:27,,2019-06-10 16:20:27,2019-06-10 18:00:00,s_2019-06-10_21:00,2.0,0 days 02:01:00
165,2238297,2019-06-10 16:44:27,2019-06-10 16:44:27,2019-06-10 17:02:41,2019-06-10 17:05:18,2019-06-10 17:07:41,2019-06-10 18:21:27,,2019-06-10 16:44:27,2019-06-10 18:00:00,s_2019-06-10_21:00,1.0,0 days 01:37:00
166,2238313,2019-06-10 17:38:09,2019-06-11 05:24:43,2019-06-11 05:37:01,2019-06-11 05:43:17,2019-06-11 05:44:00,2019-06-11 14:41:56,,2019-06-10 17:24:24,2019-06-11 14:00:00,z_2019-06-11_17:00,5.0,0 days 21:17:32
167,2238321,2019-06-11 06:03:50,2019-06-11 06:12:26,2019-06-11 06:47:02,2019-06-11 06:55:04,2019-06-11 06:58:18,2019-06-11 17:52:34,,2019-06-10 17:34:24,2019-06-11 18:00:00,s_2019-06-11_21:00,8.0,1 days 00:18:10
168,2238352,2019-06-11 06:04:24,2019-06-11 06:12:14,2019-06-11 07:26:59,2019-06-11 08:28:15,2019-06-11 08:28:42,2019-06-11 17:52:35,,2019-06-10 18:19:24,2019-06-11 18:00:00,s_2019-06-11_21:00,5.0,0 days 23:33:11
169,2238358,2019-06-11 06:07:00,2019-06-11 06:15:44,2019-06-11 07:51:57,2019-06-11 08:36:07,2019-06-11 08:38:22,2019-06-11 17:52:38,,2019-06-10 18:37:24,2019-06-11 18:00:00,s_2019-06-11_21:00,2.0,0 days 23:15:14
170,2238359,2019-06-11 04:23:53,2019-06-11 05:03:39,2019-06-11 05:22:01,2019-06-11 05:30:17,2019-06-11 05:32:23,2019-06-11 12:36:04,,2019-06-10 18:40:26,2019-06-11 10:00:00,l_2019-06-11_13:00,22.0,0 days 17:55:38
171,2238372,2019-06-11 06:10:54,2019-06-11 06:18:19,2019-06-11 06:55:59,2019-06-11 07:16:07,2019-06-11 07:39:46,2019-06-11 17:52:29,,2019-06-10 18:53:25,2019-06-11 18:00:00,s_2019-06-11_21:00,10.0,0 days 22:59:04
172,2238390,2019-06-11 06:12:24,2019-06-11 06:12:24,2019-06-11 08:45:17,2019-06-11 08:48:16,2019-06-11 08:51:09,2019-06-11 17:52:39,,2019-06-10 19:15:25,2019-06-11 18:00:00,s_2019-06-11_21:00,1.0,0 days 22:37:14
173,2238394,2019-06-11 06:12:24,2019-06-11 08:17:40,2019-06-11 08:39:03,2019-06-11 08:44:05,2019-06-11 08:46:25,2019-06-11 17:52:29,,2019-06-10 19:30:26,2019-06-11 18:00:00,s_2019-06-11_21:00,20.0,0 days 22:22:03
174,2238398,2019-06-11 06:14:06,2019-06-11 07:14:37,2019-06-11 08:41:28,2019-06-11 08:46:03,2019-06-11 08:49:54,2019-06-11 17:52:29,,2019-06-10 19:37:27,2019-06-11 18:00:00,s_2019-06-11_21:00,7.0,0 days 22:15:02
175,2238400,2019-06-11 06:17:35,2019-06-11 07:08:52,2019-06-11 07:39:08,2019-06-11 08:35:02,2019-06-11 08:35:32,2019-06-11 17:52:30,,2019-06-10 19:37:25,2019-06-11 18:00:00,s_2019-06-11_21:00,3.0,0 days 22:15:05
176,2238412,2019-06-11 06:59:41,2019-06-11 09:06:57,2019-06-11 09:19:08,2019-06-11 09:47:12,2019-06-11 09:50:43,2019-06-11 17:52:40,,2019-06-10 19:55:25,2019-06-11 18:00:00,s_2019-06-11_21:00,11.0,0 days 21:57:15
177,2238413,2019-06-11 06:59:55,2019-06-11 07:09:41,2019-06-11 07:30:25,2019-06-11 07:50:55,2019-06-11 07:56:59,2019-06-11 17:52:37,,2019-06-10 20:02:27,2019-06-11 18:00:00,s_2019-06-11_21:00,2.0,0 days 21:50:10
178,2238414,2019-06-11 05:19:06,2019-06-11 05:26:56,2019-06-11 06:46:57,2019-06-11 06:56:39,2019-06-11 07:14:23,2019-06-11 14:41:57,,2019-06-10 20:02:25,2019-06-11 14:00:00,z_2019-06-11_17:00,3.0,0 days 18:39:32
179,2238416,2019-06-11 04:28:59,2019-06-11 04:37:14,2019-06-11 05:30:56,2019-06-11 05:38:21,2019-06-11 05:40:59,2019-06-11 12:36:06,,2019-06-10 20:07:25,2019-06-11 10:00:00,l_2019-06-11_13:00,11.0,0 days 16:28:41
181,2238433,2019-06-11 05:19:16,2019-06-11 05:43:18,2019-06-11 07:26:59,2019-06-11 07:42:56,2019-06-11 07:46:56,2019-06-11 14:41:54,,2019-06-10 20:34:25,2019-06-11 14:00:00,z_2019-06-11_17:00,10.0,0 days 18:07:29
182,2238440,2019-06-11 05:19:27,2019-06-11 05:27:17,2019-06-11 05:36:57,2019-06-11 05:42:00,2019-06-11 05:43:05,2019-06-11 14:41:54,,2019-06-10 20:45:25,2019-06-11 14:00:00,z_2019-06-11_17:00,1.0,0 days 17:56:29
183,2238444,2019-06-11 04:32:59,2019-06-11 04:38:35,2019-06-11 05:17:16,2019-06-11 05:21:01,2019-06-11 05:23:12,2019-06-11 12:36:06,,2019-06-10 20:49:25,2019-06-11 10:00:00,l_2019-06-11_13:00,4.0,0 days 15:46:41
184,2238454,2019-06-11 04:33:49,2019-06-11 05:01:15,2019-06-11 05:34:56,2019-06-11 05:44:45,2019-06-11 05:57:53,2019-06-11 12:36:05,,2019-06-10 21:13:25,2019-06-11 10:00:00,l_2019-06-11_13:00,14.0,0 days 15:22:40
185,2238474,2019-06-11 05:19:57,2019-06-11 05:46:05,2019-06-11 05:47:33,2019-06-11 06:24:58,2019-06-11 06:27:51,2019-06-11 14:41:55,,2019-06-11 00:57:25,2019-06-11 14:00:00,z_2019-06-11_17:00,12.0,0 days 13:44:30
186,2238487,2019-06-11 06:23:00,2019-06-11 07:14:38,2019-06-11 08:43:33,2019-06-11 08:47:07,2019-06-11 08:50:41,2019-06-11 17:52:32,,2019-06-11 03:34:25,2019-06-11 18:00:00,s_2019-06-11_21:00,2.0,0 days 14:18:07
187,2238523,2019-06-11 06:23:30,2019-06-11 08:18:03,2019-06-11 08:29:27,2019-06-11 08:39:13,2019-06-11 08:40:47,2019-06-11 17:52:33,,2019-06-11 05:16:25,2019-06-11 18:00:00,s_2019-06-11_21:00,8.0,0 days 12:36:08
188,2238529,2019-06-11 07:08:11,2019-06-11 08:33:13,2019-06-11 08:36:08,2019-06-11 08:40:28,2019-06-11 08:41:29,2019-06-11 17:52:33,,2019-06-11 05:29:26,2019-06-11 18:00:00,s_2019-06-11_21:00,8.0,0 days 12:23:07
189,2238559,2019-06-11 06:10:39,2019-06-11 06:16:01,2019-06-11 06:16:10,2019-06-11 06:21:42,2019-06-11 06:48:27,2019-06-11 12:36:06,,2019-06-11 06:09:25,2019-06-11 10:00:00,l_2019-06-11_13:00,6.0,0 days 06:26:41
190,2238574,2019-06-11 06:52:54,2019-06-11 06:58:50,2019-06-11 07:27:09,2019-06-11 07:41:29,2019-06-11 07:44:15,2019-06-11 14:41:56,,2019-06-11 06:26:25,2019-06-11 14:00:00,z_2019-06-11_17:00,2.0,0 days 08:15:31
191,2238585,2019-06-11 06:47:36,2019-06-11 07:13:09,2019-06-11 08:26:13,2019-06-11 08:35:05,2019-06-11 08:36:38,2019-06-11 12:36:08,,2019-06-11 06:36:25,2019-06-11 10:00:00,l_2019-06-11_13:00,18.0,0 days 05:59:43
192,2238609,2019-06-11 07:46:53,2019-06-11 09:07:09,2019-06-11 09:17:27,2019-06-11 09:19:32,2019-06-11 09:48:19,2019-06-11 17:52:39,,2019-06-11 07:10:26,2019-06-11 18:00:00,s_2019-06-11_21:00,8.0,0 days 10:42:13
193,2238617,2019-06-11 07:27:35,2019-06-11 08:57:46,2019-06-11 08:57:49,2019-06-11 09:02:31,2019-06-11 09:14:40,2019-06-11 12:36:09,,2019-06-11 07:16:26,2019-06-11 10:00:00,l_2019-06-11_13:00,17.0,0 days 05:19:43
194,2238623,2019-06-11 07:27:50,2019-06-11 09:01:22,2019-06-11 09:20:08,2019-06-11 09:23:28,2019-06-11 09:31:08,2019-06-11 14:41:58,,2019-06-11 07:18:31,2019-06-11 14:00:00,z_2019-06-11_17:00,8.0,0 days 07:23:27
195,2238641,2019-06-11 08:43:13,2019-06-11 08:54:58,2019-06-11 08:55:08,2019-06-11 08:56:22,2019-06-11 09:17:20,2019-06-11 17:52:37,,2019-06-11 07:47:26,2019-06-11 18:00:00,s_2019-06-11_21:00,10.0,0 days 10:05:11
196,2238646,2019-06-11 08:51:34,2019-06-11 08:57:56,2019-06-11 08:58:03,2019-06-11 09:02:15,2019-06-11 09:18:09,2019-06-11 17:52:37,,2019-06-11 07:54:25,2019-06-11 18:00:00,s_2019-06-11_21:00,4.0,0 days 09:58:12
197,2238647,2019-06-11 08:36:33,2019-06-11 09:06:06,2019-06-11 09:20:17,2019-06-11 09:23:41,2019-06-11 09:33:08,2019-06-11 14:41:58,,2019-06-11 07:56:26,2019-06-11 14:00:00,z_2019-06-11_17:00,12.0,0 days 06:45:32
200,2238678,2019-06-11 12:16:32,2019-06-11 12:22:11,2019-06-11 12:58:07,2019-06-11 13:03:28,2019-06-11 14:19:17,2019-06-11 17:53:16,,2019-06-11 09:01:27,2019-06-11 18:30:00,l_2019-06-11_21:30,4.0,0 days 08:51:49
201,2238690,2019-06-11 09:18:13,2019-06-11 09:23:17,2019-06-11 11:15:14,2019-06-11 11:20:40,2019-06-11 12:49:56,2019-06-11 17:52:39,,2019-06-11 09:17:26,2019-06-11 18:00:00,s_2019-06-11_21:00,2.0,0 days 08:35:13
202,2238716,2019-06-11 10:04:25,2019-06-11 10:10:28,2019-06-11 16:30:28,2019-06-11 16:43:28,2019-06-11 16:47:24,2019-06-11 17:52:49,,2019-06-11 10:03:31,2019-06-11 18:00:00,s_2019-06-11_21:00,5.0,0 days 07:49:18
203,2238725,2019-06-11 10:40:33,2019-06-11 10:40:33,2019-06-11 16:29:48,2019-06-11 16:43:15,2019-06-11 16:46:50,2019-06-11 17:52:41,,2019-06-11 10:20:27,2019-06-11 18:00:00,s_2019-06-11_21:00,1.0,0 days 07:32:14
204,2238726,2019-06-11 10:40:33,2019-06-11 10:47:40,2019-06-11 10:48:54,2019-06-11 10:51:57,2019-06-11 11:08:57,2019-06-11 17:52:43,,2019-06-11 10:19:26,2019-06-11 18:00:00,s_2019-06-11_21:00,1.0,0 days 07:33:17
